customer_id,customer_type,name,email,phone,address,kyc_status
CUST000454,Individual,Christina Flores,rossrobert@example.com,(774)614-4818,"Unit 8754 Box 7790, DPO AP 47492",Pending
CUST000455,Individual,Joshua Hayes,jdavis@example.org,,"17167 Brian Course Suite 475, Lake Sherry, MT 61706",Verified
CUST000456,Individual,Brittany Perry,xatkins@example.com,,"5508 White Tunnel, Williamville, ND 25748",Verified
CUST000457,Individual,Chris Fox,darrell79@example.org,(810)640-4439,"PSC 0807, Box 8979, APO AA 82085",Verified
CUST000458,Individual,Elizabeth Gordon,tyler94@example.org,539.299.5400x827,"011 Cynthia Lights Apt. 406, East Kimberlyton, ME 16493",Verified
CUST000459,Individual,Charles Lewis,roberto02@example.net,001-535-727-2230,"USS Harrison, FPO AP 03409",Verified
CUST000460,Individual,Shawn Gross,edwardsnatalie@example.com,001-511-931-8446,"2909 Brown Flat, Montgomeryfort, GU 82976",Rejected
CUST000461,Business,Rachel Davis,phillipsjacob@example.net,902-916-7069,"12363 Melissa Lane Apt. 926, Lake Jacob, PA 05218",Verified
CUST000462,Individual,Ryan Torres,xoliver@example.com,001-724-520-6588,"05266 Kiara Crescent Suite 819, East Michellechester, NY 19921",Verified
CUST000463,Individual,Amy Newton,brownclaudia@example.com,968.608.0531,,Pending
CUST000464,Individual,Terri Gibson,martinezbrian@example.org,4739960862,"286 Patricia Burg Apt. 882, East Angela, PR 99330",Verified
CUST000465,Individual,Richard Huerta,glandry@example.net,268-767-6366,"93595 Jodi Ford, West Gary, MS 92454",Verified
CUST000466,Individual,Sonya Christian,djacobs@example.org,736-636-6639x453,"0563 Williams Fort, Tylerbury, MD 70931",Verified
CUST000467,Individual,Don Barnes,brittney39@example.com,709.553.3327,"8776 Harding Curve, North Katherine, MO 52218",Pending
CUST000468,Individual,Jeffrey Whitaker,wanda69@example.com,750-596-9818,,Verified
CUST000469,Individual,Russell Arroyo,kellybennett@example.com,250-398-8964,"50735 Carolyn Motorway, Tonyaville, AL 28836",Verified
CUST000470,Individual,Joseph Rios,riverakathleen@example.org,737-544-5960,"477 Robert Cliff, Jessicachester, WA 08754",Verified
CUST000471,Individual,Andrew Smith,carolinejohnson@example.com,(710)684-6531x3630,"7156 Todd Circles Apt. 385, South Jasonport, NJ 92678",Pending
CUST000472,Individual,Crystal Farrell,emily60@example.org,545.627.1848x1710,,Verified
CUST000473,Individual,Jennifer Cordova,chris60@example.com,391.695.1896x95646,"4032 Regina River Apt. 392, North Dwayne, NH 15198",Verified
CUST000474,Individual,Steven Roach,serranojoel@example.org,623.376.9122,,Verified
CUST000475,Individual,Michelle Taylor,scott71@example.org,+1-252-455-8333x509,"4868 Heidi Course Suite 632, Timothyfort, DC 65845",Verified
CUST000476,Individual,Kristen Trujillo,makayla44@example.net,(602)410-3298x486,,Verified
CUST000477,Business,Eric Johnson,ejimenez@example.com,(775)605-0353x282,"314 Christina Wall Suite 965, Lake Elizabeth, KY 43670",Verified
CUST000478,Individual,Heather Smith,jaymathis@example.org,,"4568 Stevens Underpass, Lake Maryshire, NM 65231",Verified
CUST000479,Individual,Mary Ibarra,zachary22@example.com,(814)232-5484,"22110 Cole Prairie, Brownbury, AZ 48048",Verified
CUST000480,Individual,Gary Campbell,martinchristina@example.org,+1-630-567-3674x622,"2012 Lisa Flats, Kimberlyborough, OR 54817",Verified
CUST000481,Individual,Jeremiah Ross,pbrown@example.net,,"0137 Warner Prairie, Lake Omar, NE 21967",Pending
CUST000482,Individual,Ann Hayes,ellisonbrian@example.com,(962)461-2413x02422,,Pending
CUST000483,Individual,Cassandra Jones,jonathan05@example.org,001-218-993-4121x4412,"0106 Thompson Mission Apt. 717, West John, ND 97000",Verified
CUST000484,Individual,Dorothy Mcdowell,matthew66@example.org,826-481-0394,"9007 Chad Locks Suite 218, West Devon, MA 37093",Verified
CUST000485,Individual,John Harris,idiaz@example.net,(714)265-8171x829,"7933 Alicia Stream Suite 813, West Joseph, PR 28162",Verified
CUST000486,Individual,David Thornton,hartmankimberly@example.com,654-902-9873,"31304 Juan Extension, Harveyborough, KS 31755",Verified
CUST000487,Individual,David Oneal,patrick97@example.org,805.527.1768,"048 Taylor Tunnel Suite 841, Amandaborough, VT 13547",Pending
CUST000488,Individual,Jessica Tate,elizabethhernandez@example.org,,"6234 Frank Meadows Suite 108, Joshuaton, MI 05464",Verified
CUST000489,Individual,Kylie Smith,utucker@example.net,817-914-4287x2857,"04397 Fuller Rapid, Lake Peter, AZ 15387",Pending
CUST000490,Business,Desiree Davis,wedwards@example.com,001-729-914-4159x66706,"64781 Brown Cove, North Dustin, TN 25528",Pending
CUST000491,Individual,Patrick Guzman,nancylloyd@example.org,(926)574-9365,"079 Chavez Square, South Alicia, VT 80347",Verified
CUST000492,Individual,John Brown,wleon@example.com,6994064649,"548 Anthony Avenue, East Davidstad, VA 92187",Verified
CUST000493,Individual,Marissa Moore,hannah27@example.com,216.603.8213x240,"59303 Alyssa Glen Suite 465, Lake Haley, PW 13017",Rejected
CUST000494,Individual,Andrew Edwards,nathansimon@example.net,(463)983-7608x84830,"9831 Livingston Radial Suite 835, Lake Thomas, MN 33415",Pending
CUST000495,Individual,Timothy Brock,tracey61@example.org,699-867-9549,,Verified
CUST000496,Individual,Monica Castillo,nathaniel16@example.net,591-263-7096,"8421 Hudson Locks, West Ryanfort, MI 27860",Pending
CUST000497,Individual,Jay Mcclain,larry45@example.net,695-772-0026x798,"35345 George Harbors, Austinport, WV 40827",Verified
CUST000498,Individual,Kelly Armstrong,laura32@example.com,,"623 Brenda Bypass Apt. 478, Port Angelicashire, MI 90971",Verified
CUST000499,Business,Rebecca Graham,lisaray@example.org,442-253-5243x261,,Rejected
